dataset,algoritmo,execucao,raio,silhouette,ari,tempo
maternal_health.npz,kcenters_intervalo_prop0.05,10,5.870091039257494,0.6338310663626037,-0.0006929122575735361,0.007719755172729492
maternal_health.npz,kcenters_intervalo_prop0.1,10,5.870091039257494,0.6338310663626037,-0.0006929122575735361,0.003538846969604492
maternal_health.npz,kcenters_intervalo_prop0.15,10,6.522323376952771,0.6338310663626037,-0.0006929122575735361,0.003267526626586914
maternal_health.npz,kcenters_intervalo_prop0.25,10,7.826788052343325,nan,0.0,0.002958059310913086
maternal_health.npz,kmeans,10,,0.2926921227316952,0.12640575156871497,0.013538360595703125
maternal_health.npz,kcenters_guloso,11,4.882043314790813,0.23656793609663676,0.002152504264120275,0.0006678104400634766
maternal_health.npz,kcenters_intervalo_prop0.01,11,5.40529589363377,0.3283805824127687,0.15234237880388446,0.004627227783203125
maternal_health.npz,kcenters_intervalo_prop0.05,11,5.40529589363377,0.3283805824127687,0.15234237880388446,0.004700183868408203
maternal_health.npz,kcenters_intervalo_prop0.1,11,5.40529589363377,0.3283805824127687,0.15234237880388446,0.003723621368408203
maternal_health.npz,kcenters_intervalo_prop0.15,11,5.40529589363377,0.3283805824127687,0.15234237880388446,0.0035521984100341797
maternal_health.npz,kcenters_intervalo_prop0.25,11,5.40529589363377,0.3283805824127687,0.15234237880388446,0.0031042098999023438
maternal_health.npz,kmeans,11,,0.2926921227316952,0.12640575156871497,0.012055635452270508
maternal_health.npz,kcenters_guloso,12,5.943700732276314,0.3200036355777458,0.1708532489874633,0.0006990432739257812
maternal_health.npz,kcenters_intervalo_prop0.01,12,5.415510024714029,0.28876817223093537,0.14757185893554162,0.005308389663696289
maternal_health.npz,kcenters_intervalo_prop0.05,12,5.4963385325455825,0.2534408920490036,0.11087887909722725,0.003784656524658203
maternal_health.npz,kcenters_intervalo_prop0.1,12,5.819652563871793,0.2534408920490036,0.11087887909722725,0.003723621368408203
maternal_health.npz,kcenters_intervalo_prop0.15,12,6.466280626524215,0.23989600427155025,0.02776221970284827,0.0030944347381591797
maternal_health.npz,kcenters_intervalo_prop0.25,12,7.759536751829057,0.6338310663626037,-0.0006929122575735361,0.0027933120727539062
maternal_health.npz,kmeans,12,,0.2926921227316952,0.12640575156871497,0.01116037368774414
maternal_health.npz,kcenters_guloso,13,4.957280111814454,0.2291637121586198,-0.0012830863254598352,0.0003056526184082031
maternal_health.npz,kcenters_intervalo_prop0.01,13,4.767988715732523,0.2696858723580897,-0.0028184021392536848,0.005091190338134766
maternal_health.npz,kcenters_intervalo_prop0.05,13,4.767988715732523,0.2696858723580897,-0.0028184021392536848,0.0048215389251708984
maternal_health.npz,kcenters_intervalo_prop0.1,13,4.767988715732523,0.2696858723580897,-0.0028184021392536848,0.0037326812744140625
maternal_health.npz,kcenters_intervalo_prop0.15,13,5.449129960837169,0.25961029740897346,-0.002928536219245427,0.0033495426177978516
maternal_health.npz,kcenters_intervalo_prop0.25,13,5.449129960837169,0.25961029740897346,-0.002928536219245427,0.003131866455078125
maternal_health.npz,kmeans,13,,0.29269212273169515,0.12640575156871497,0.012908458709716797
maternal_health.npz,kcenters_guloso,14,5.024991329203323,0.23453640504854137,-0.002586543126299034,0.00034999847412109375
maternal_health.npz,kcenters_intervalo_prop0.01,14,4.495563961591331,0.3343560955275903,0.11979897782309133,0.007899999618530273
maternal_health.npz,kcenters_intervalo_prop0.05,14,4.662066330539158,0.3343560955275903,0.11979897782309133,0.00398564338684082
maternal_health.npz,kcenters_intervalo_prop0.1,14,4.662066330539158,0.3343560955275903,0.11979897782309133,0.0035691261291503906
maternal_health.npz,kcenters_intervalo_prop0.15,14,5.3280758063304665,0.6338310663626037,-0.0006929122575735361,0.003276824951171875
maternal_health.npz,kcenters_intervalo_prop0.25,14,5.3280758063304665,0.6338310663626037,-0.0006929122575735361,0.0029144287109375
maternal_health.npz,kmeans,14,,0.29269212273169526,0.12640575156871497,0.012264728546142578
obesity.npz,kcenters_guloso,0,8.033165446755135,0.16306116569627285,0.015378551326873513,0.0016205310821533203
obesity.npz,kcenters_intervalo_prop0.01,0,8.11173148281846,0.20200336072622313,0.012202504179581986,0.012300729751586914
obesity.npz,kcenters_intervalo_prop0.05,0,8.319724597762523,0.26041822603032694,0.008135033887293284,0.009989261627197266
obesity.npz,kcenters_intervalo_prop0.1,0,8.319724597762523,0.26041822603032694,0.008135033887293284,0.008961677551269531
obesity.npz,kcenters_intervalo_prop0.15,0,8.319724597762523,0.26041822603032694,0.008135033887293284,0.008125782012939453
obesity.npz,kcenters_intervalo_prop0.25,0,8.319724597762523,0.26041822603032694,0.008135033887293284,0.008714675903320312
obesity.npz,kmeans,0,,0.1516101271399121,0.22509735926041802,0.054830074310302734
obesity.npz,kcenters_guloso,1,8.033165446755135,0.3245214486356597,0.0022243423928395493,0.0018434524536132812
obesity.npz,kcenters_intervalo_prop0.01,1,8.013850488808082,0.07228637718446582,0.014423912659429747,0.01569652557373047
obesity.npz,kcenters_intervalo_prop0.05,1,8.115291634236032,0.11543908019783157,0.029216350411640567,0.011818647384643555
obesity.npz,kcenters_intervalo_prop0.1,1,8.115291634236032,0.11543908019783157,0.029216350411640567,0.01019597053527832
obesity.npz,kcenters_intervalo_prop0.15,1,8.115291634236032,0.11543908019783157,0.029216350411640567,0.008957147598266602
obesity.npz,kcenters_intervalo_prop0.25,1,9.738349961083237,0.1762039410999413,0.06947070500329934,0.007964611053466797
obesity.npz,kmeans,1,,0.1516923659711283,0.21958783254321604,0.04983019828796387
obesity.npz,kcenters_guloso,2,7.977631053466727,0.3212070657790742,0.00205150217408065,0.0028138160705566406
obesity.npz,kcenters_intervalo_prop0.01,2,8.055321516443934,0.10529796973891752,0.048760801159673,0.01310873031616211
obesity.npz,kcenters_intervalo_prop0.05,2,8.35366675779371,0.11350591107528046,0.05359328290996297,0.010328054428100586
obesity.npz,kcenters_intervalo_prop0.1,2,8.751460412926743,0.12533490754522228,0.06173953797049164,0.009179115295410156
obesity.npz,kcenters_intervalo_prop0.15,2,9.547047723192811,0.14899294651626646,0.026379772790384233,0.008226633071899414
obesity.npz,kcenters_intervalo_prop0.25,2,9.547047723192811,0.14899294651626646,0.026379772790384233,0.008448123931884766
obesity.npz,kmeans,2,,0.15168906658516437,0.21805999696507358,0.039559364318847656
obesity.npz,kcenters_guloso,3,8.033165446755135,0.2690094670525427,0.0020289791261466432,0.0023262500762939453
obesity.npz,kcenters_intervalo_prop0.01,3,8.188325139033996,0.30601932269326504,0.002226364182459771,0.014447689056396484
obesity.npz,kcenters_intervalo_prop0.05,3,8.286979658781393,0.30601932269326504,0.002226364182459771,0.011510848999023438
obesity.npz,kcenters_intervalo_prop0.1,3,8.681597737770982,0.3031712685748673,0.002194095901893341,0.010292530059814453
obesity.npz,kcenters_intervalo_prop0.15,3,9.470833895750163,0.3082734167347986,0.0020097064908898335,0.008072853088378906
obesity.npz,kcenters_intervalo_prop0.25,3,9.470833895750163,0.3082734167347986,0.0020097064908898335,0.007158517837524414
obesity.npz,kmeans,3,,0.15168906658516437,0.21805999696507358,0.04403948783874512
obesity.npz,kcenters_guloso,4,8.143012386969243,0.06825110769727147,0.042311017588619895,0.002530813217163086
obesity.npz,kcenters_intervalo_prop0.01,4,7.749531138740975,0.24954188902292615,0.0037289656549773964,0.013997793197631836
obesity.npz,kcenters_intervalo_prop0.05,4,7.847626469611114,0.2506406638991444,0.003731383231030686,0.011213064193725586
obesity.npz,kcenters_intervalo_prop0.1,4,7.847626469611114,0.2506406638991444,0.003731383231030686,0.009673595428466797
obesity.npz,kcenters_intervalo_prop0.15,4,7.847626469611114,0.2506406638991444,0.003731383231030686,0.009768962860107422
obesity.npz,kcenters_intervalo_prop0.25,4,9.417151763533337,0.4146713756126655,0.00037642184409033793,0.007285356521606445
obesity.npz,kmeans,4,,0.15163500921978093,0.218455586220943,0.043949127197265625
obesity.npz,kcenters_guloso,5,8.975608372046727,0.05764723772108137,0.017306637529783793,0.0017619132995605469
obesity.npz,kcenters_intervalo_prop0.01,5,7.772332031886655,0.15299323342253365,0.0029542151691607423,0.014105558395385742
obesity.npz,kcenters_intervalo_prop0.05,5,8.06019618121579,0.32776671019361586,0.0013858454253471428,0.011585474014282227
obesity.npz,kcenters_intervalo_prop0.1,5,8.444015046987971,0.35603993121128275,0.0006986110587676727,0.009979486465454102
obesity.npz,kcenters_intervalo_prop0.15,5,9.211652778532331,0.3515364681874875,0.0006882184976431369,0.008878469467163086
obesity.npz,kcenters_intervalo_prop0.25,5,9.211652778532331,0.3515364681874875,0.0006882184976431369,0.008949041366577148
obesity.npz,kmeans,5,,0.14179574100793285,0.23561869976829553,0.043756723403930664
obesity.npz,kcenters_guloso,6,8.100368373923901,0.31898216198672374,0.002313699205996349,0.0017347335815429688
obesity.npz,kcenters_intervalo_prop0.01,6,8.071564072073647,0.1517681795381159,0.022663427628926855,0.014497518539428711
obesity.npz,kcenters_intervalo_prop0.05,6,8.268431488465687,0.15575430316218497,0.01558399339731074,0.012028694152832031
obesity.npz,kcenters_intervalo_prop0.1,6,8.662166321249767,0.24911570802549923,0.003937316923956318,0.010390520095825195
obesity.npz,kcenters_intervalo_prop0.15,6,9.449635986817928,0.29873294096577163,0.003355224290338505,0.009069681167602539
obesity.npz,kcenters_intervalo_prop0.25,6,9.449635986817928,0.29873294096577163,0.003355224290338505,0.007634639739990234
obesity.npz,kmeans,6,,0.15007178352438238,0.218756732510306,0.05565333366394043
obesity.npz,kcenters_guloso,7,8.537572945412967,0.18924460152575887,0.01922990141991936,0.0017180442810058594
obesity.npz,kcenters_intervalo_prop0.01,7,8.451257547999097,0.2532357130741771,0.0021687060866198062,0.013390779495239258
obesity.npz,kcenters_intervalo_prop0.05,7,8.553079928095471,0.2533584487247631,0.0021711581699321593,0.010709047317504883
obesity.npz,kcenters_intervalo_prop0.1,7,8.96036944848097,0.24916263894475443,0.00037103847391431824,0.009442329406738281
obesity.npz,kcenters_intervalo_prop0.15,7,9.774948489251967,0.4120343750776916,0.00038503500651721113,0.00844883918762207
obesity.npz,kcenters_intervalo_prop0.25,7,9.774948489251967,0.4120343750776916,0.00038503500651721113,0.007272481918334961
obesity.npz,kmeans,7,,0.1495208404410064,0.22318759898812598,0.050881147384643555
obesity.npz,kcenters_guloso,8,8.212026894276132,0.14456824898042478,0.001826372351176804,0.001672983169555664
obesity.npz,kcenters_intervalo_prop0.01,8,8.024636381508905,0.03449227428094529,0.03887951219057929,0.014586925506591797
obesity.npz,kcenters_intervalo_prop0.05,8,8.126214057224209,0.039539852547304556,0.038600348079441744,0.012713909149169922
obesity.npz,kcenters_intervalo_prop0.1,8,8.126214057224209,0.039539852547304556,0.038600348079441744,0.011003255844116211
obesity.npz,kcenters_intervalo_prop0.15,8,8.126214057224209,0.039539852547304556,0.038600348079441744,0.009150505065917969
obesity.npz,kcenters_intervalo_prop0.25,8,9.75145686866905,0.075107521778914,0.024490069738203994,0.00793766975402832
obesity.npz,kmeans,8,,0.1378757802220189,0.25187470145720803,0.04697537422180176
obesity.npz,kcenters_guloso,9,8.563618475299574,0.08617778866024808,0.0020786112556018758,0.001744985580444336
obesity.npz,kcenters_intervalo_prop0.01,9,8.175888923609957,0.1983220579400682,0.004625957371359502,0.014412641525268555
obesity.npz,kcenters_intervalo_prop0.05,9,8.464449709149132,0.31579475862032147,0.0028670953400399403,0.012226581573486328
obesity.npz,kcenters_intervalo_prop0.1,9,8.464449709149132,0.31579475862032147,0.0028670953400399403,0.010335445404052734
obesity.npz,kcenters_intervalo_prop0.15,9,9.233945137253599,0.3178436259324898,0.0028874533730203827,0.009132862091064453
obesity.npz,kcenters_intervalo_prop0.25,9,9.233945137253599,0.3178436259324898,0.0028874533730203827,0.007904767990112305
obesity.npz,kmeans,9,,0.14787790360784106,0.22891666425532103,0.049170732498168945
obesity.npz,kcenters_guloso,10,8.249180548686372,0.11727100962544262,0.029149278072704978,0.0020608901977539062
obesity.npz,kcenters_intervalo_prop0.01,10,8.339296673585068,0.1023396571802272,0.03796357772364904,0.014144182205200195
obesity.npz,kcenters_intervalo_prop0.05,10,8.439770127483683,0.21191076950623242,0.026220646453901507,0.011897087097167969
obesity.npz,kcenters_intervalo_prop0.1,10,8.841663943078146,0.10566172742828887,0.03570598281191416,0.009814023971557617
obesity.npz,kcenters_intervalo_prop0.15,10,9.645451574267067,0.30736544220202455,0.005006735619225445,0.009330272674560547
obesity.npz,kcenters_intervalo_prop0.25,10,9.645451574267067,0.30736544220202455,0.005006735619225445,0.007637739181518555
obesity.npz,kmeans,10,,0.15027950502265222,0.22149562173474768,0.053795576095581055
obesity.npz,kcenters_guloso,11,8.247989853300137,0.20022857722024562,0.0040259118460110755,0.0024929046630859375
obesity.npz,kcenters_intervalo_prop0.01,11,8.101433540572799,0.2630573271343094,0.0035081481292095,0.015200138092041016
obesity.npz,kcenters_intervalo_prop0.05,11,8.199041173591748,0.32362949073045105,0.001632594228142196,0.013363361358642578
obesity.npz,kcenters_intervalo_prop0.1,11,8.589471705667545,0.3534120272714011,0.0005211390091332119,0.013066768646240234
obesity.npz,kcenters_intervalo_prop0.15,11,9.370332769819141,0.3577727336931011,0.0005185613771625496,0.012593507766723633
obesity.npz,kcenters_intervalo_prop0.25,11,9.370332769819141,0.3577727336931011,0.0005185613771625496,0.010577678680419922
obesity.npz,kmeans,11,,0.1493923680723907,0.2241692482522627,0.06868410110473633
obesity.npz,kcenters_guloso,12,8.249180548686372,0.11068871421115836,0.015153497693256995,0.002063274383544922
obesity.npz,kcenters_intervalo_prop0.01,12,8.365885930049213,0.2181692662384518,0.007884597738227127,0.02075338363647461
obesity.npz,kcenters_intervalo_prop0.05,12,8.365885930049213,0.2181692662384518,0.007884597738227127,0.013981342315673828
obesity.npz,kcenters_intervalo_prop0.1,12,8.764261450527748,0.3118559058391652,0.0034579584930849346,0.011890649795532227
obesity.npz,kcenters_intervalo_prop0.15,12,9.561012491484815,0.40778640616617795,0.0003841390947792072,0.009966373443603516
obesity.npz,kcenters_intervalo_prop0.25,12,9.561012491484815,0.40778640616617795,0.0003841390947792072,0.009376049041748047
obesity.npz,kmeans,12,,0.15163500921978093,0.218455586220943,0.05411982536315918
obesity.npz,kcenters_guloso,13,8.025427596249019,0.31533689940462295,0.0016953154669585443,0.0017871856689453125
obesity.npz,kcenters_intervalo_prop0.01,13,8.152340163274468,0.25168447412780487,0.0031217647796733697,0.013940811157226562
obesity.npz,kcenters_intervalo_prop0.05,13,8.361374526435352,0.25161892635152044,0.0020985846339738176,0.011108636856079102
obesity.npz,kcenters_intervalo_prop0.1,13,8.361374526435352,0.25161892635152044,0.0020985846339738176,0.00972294807434082
obesity.npz,kcenters_intervalo_prop0.15,13,8.361374526435352,0.25161892635152044,0.0020985846339738176,0.008571863174438477
obesity.npz,kcenters_intervalo_prop0.25,13,8.361374526435352,0.25161892635152044,0.0020985846339738176,0.008609294891357422
obesity.npz,kmeans,13,,0.14681160170797966,0.22160964513398046,0.04266929626464844
obesity.npz,kcenters_guloso,14,8.244807409010305,0.17263227657672728,0.021624475541191804,0.0032727718353271484
obesity.npz,kcenters_intervalo_prop0.01,14,8.568965136343206,0.07813342517712904,0.07721525917996007,0.014744758605957031
obesity.npz,kcenters_intervalo_prop0.05,14,8.857806657792976,0.0559158885739775,0.0012893211038715014,0.01220703125
obesity.npz,kcenters_intervalo_prop0.1,14,9.24292868639267,0.05637356229414104,0.0012021606256398033,0.010968446731567383
obesity.npz,kcenters_intervalo_prop0.15,14,9.24292868639267,0.05637356229414104,0.0012021606256398033,0.009672164916992188
obesity.npz,kcenters_intervalo_prop0.25,14,9.24292868639267,0.05637356229414104,0.0012021606256398033,0.008090972900390625
obesity.npz,kmeans,14,,0.15172454644450023,0.2242336313740089,0.03847098350524902
raisin.npz,kcenters_guloso,0,8.205808127066312,0.5083138437819804,0.006568304036583114,0.0004899501800537109
raisin.npz,kcenters_intervalo_prop0.01,0,7.85438114346315,0.43307495293176823,0.30553869293874797,0.005493640899658203
raisin.npz,kcenters_intervalo_prop0.05,0,7.959106225375992,0.43307495293176823,0.30553869293874797,0.003686189651489258
raisin.npz,kcenters_intervalo_prop0.1,0,8.37800655302736,0.4079615248846936,0.3593603580170813,0.0036325454711914062
raisin.npz,kcenters_intervalo_prop0.15,0,8.37800655302736,0.4079615248846936,0.3593603580170813,0.003168821334838867
raisin.npz,kcenters_intervalo_prop0.25,0,10.053607863632832,nan,0.0,0.0028433799743652344
raisin.npz,kmeans,0,,0.4406396460227223,0.2885667850518784,0.010818958282470703
raisin.npz,kcenters_guloso,1,8.205808127066312,0.5260245607744138,0.0022655816920219697,0.00023818016052246094
raisin.npz,kcenters_intervalo_prop0.01,1,8.296468918821246,0.3231386056717344,0.467876512339169,0.008290529251098633
raisin.npz,kcenters_intervalo_prop0.05,1,8.63741969630705,nan,0.0,0.007435321807861328
raisin.npz,kcenters_intervalo_prop0.1,1,9.09202073295479,nan,0.0,0.004163026809692383
raisin.npz,kcenters_intervalo_prop0.15,1,9.09202073295479,nan,0.0,0.004477024078369141
raisin.npz,kcenters_intervalo_prop0.25,1,10.910424879545747,nan,0.0,0.005992412567138672
raisin.npz,kmeans,1,,0.4411362957481304,0.28618101650067673,0.019095659255981445
raisin.npz,kcenters_guloso,2,8.205808127066312,0.5390241332321356,0.0013258983219056788,0.0005085468292236328
raisin.npz,kcenters_intervalo_prop0.01,2,7.510539382859614,0.5280690428694398,0.0011676323505094492,0.009332418441772461
raisin.npz,kcenters_intervalo_prop0.05,2,7.725126222369889,0.5280690428694398,0.0011676323505094492,0.003947257995605469
raisin.npz,kcenters_intervalo_prop0.1,2,7.725126222369889,0.5280690428694398,0.0011676323505094492,0.0036690235137939453
raisin.npz,kcenters_intervalo_prop0.15,2,8.583473580410988,0.5280690428694398,0.0011676323505094492,0.0035228729248046875
raisin.npz,kcenters_intervalo_prop0.25,2,10.300168296493185,0.5280690428694398,0.0011676323505094492,0.003068208694458008
raisin.npz,kmeans,2,,0.4406396460227223,0.2885667850518784,0.014028787612915039
raisin.npz,kcenters_guloso,3,8.205808127066312,0.5113914214847829,0.004886768552433046,0.0004868507385253906
raisin.npz,kcenters_intervalo_prop0.01,3,7.749656061550308,0.5274065923111119,0.0010192563003128905,0.004447460174560547
raisin.npz,kcenters_intervalo_prop0.05,3,7.959106225375992,0.5274065923111119,0.0010192563003128905,0.003907918930053711
raisin.npz,kcenters_intervalo_prop0.1,3,8.37800655302736,0.6043468583765053,1.0107599294707103e-05,0.0036144256591796875
raisin.npz,kcenters_intervalo_prop0.15,3,8.37800655302736,0.6043468583765053,1.0107599294707103e-05,0.0033295154571533203
raisin.npz,kcenters_intervalo_prop0.25,3,10.053607863632832,nan,0.0,0.0030519962310791016
raisin.npz,kmeans,3,,0.4406396460227223,0.2885667850518784,0.02046990394592285
raisin.npz,kcenters_guloso,4,8.205808127066312,0.5022081385835542,0.009337946880213204,0.0002624988555908203
raisin.npz,kcenters_intervalo_prop0.01,4,7.387266845525767,0.6043468583765053,1.0107599294707103e-05,0.00443267822265625
raisin.npz,kcenters_intervalo_prop0.05,4,7.728217623011572,0.6043468583765053,1.0107599294707103e-05,0.0039033889770507812
raisin.npz,kcenters_intervalo_prop0.1,4,8.182818659659311,0.6043468583765053,1.0107599294707103e-05,0.0036163330078125
raisin.npz,kcenters_intervalo_prop0.15,4,9.09202073295479,0.6218985889204124,-9.712037217581318e-06,0.003342866897583008
raisin.npz,kcenters_intervalo_prop0.25,4,10.910424879545747,nan,0.0,0.003040313720703125
raisin.npz,kmeans,4,,0.4406396460227223,0.2885667850518784,0.012546777725219727
raisin.npz,kcenters_guloso,5,8.205808127066312,0.5263799530495702,0.0027106891563270074,0.0002665519714355469
raisin.npz,kcenters_intervalo_prop0.01,5,7.920168337775958,0.4879242725347549,0.07542900392728315,0.0045244693756103516
raisin.npz,kcenters_intervalo_prop0.05,5,8.025770582279637,0.4879242725347549,0.07542900392728315,0.004099130630493164
raisin.npz,kcenters_intervalo_prop0.1,5,8.448179560294355,0.4879242725347549,0.07542900392728315,0.0037832260131835938
raisin.npz,kcenters_intervalo_prop0.15,5,8.448179560294355,0.4879242725347549,0.07542900392728315,0.003537893295288086
raisin.npz,kcenters_intervalo_prop0.25,5,10.137815472353225,0.5156328249282626,0.004283399224964802,0.0032281875610351562
raisin.npz,kmeans,5,,0.44063964602272243,0.2885667850518784,0.013835906982421875
raisin.npz,kcenters_guloso,6,8.205808127066312,0.47978900213935566,0.022514465853122397,0.0005352497100830078
raisin.npz,kcenters_intervalo_prop0.01,6,8.298964908531278,0.5808954614361805,7.941134483898029e-05,0.008580207824707031
raisin.npz,kcenters_intervalo_prop0.05,6,8.298964908531278,0.5808954614361805,7.941134483898029e-05,0.008156061172485352
raisin.npz,kcenters_intervalo_prop0.1,6,8.735752535296083,0.5808954614361805,7.941134483898029e-05,0.003712892532348633
raisin.npz,kcenters_intervalo_prop0.15,6,8.735752535296083,0.5808954614361805,7.941134483898029e-05,0.0033719539642333984
raisin.npz,kcenters_intervalo_prop0.25,6,10.4829030423553,nan,0.0,0.003058195114135742
raisin.npz,kmeans,6,,0.44063964602272243,0.2885667850518784,0.012746810913085938
raisin.npz,kcenters_guloso,7,8.205808127066312,0.5263054586817488,0.002057864105671935,0.0005052089691162109
raisin.npz,kcenters_intervalo_prop0.01,7,7.484041410884274,0.6218985889204124,-9.712037217581318e-06,0.007848739624023438
raisin.npz,kcenters_intervalo_prop0.05,7,7.8094345157053295,0.6218985889204124,-9.712037217581318e-06,0.003815889358520508
raisin.npz,kcenters_intervalo_prop0.1,7,7.8094345157053295,0.6218985889204124,-9.712037217581318e-06,0.007423877716064453
raisin.npz,kcenters_intervalo_prop0.15,7,8.67714946189481,nan,0.0,0.0032682418823242188
raisin.npz,kcenters_intervalo_prop0.25,7,8.67714946189481,nan,0.0,0.003217458724975586
raisin.npz,kmeans,7,,0.4411362957481304,0.28618101650067673,0.01335906982421875
raisin.npz,kcenters_guloso,8,8.205808127066312,0.5255909604992299,0.002483189998607271,0.000278472900390625
raisin.npz,kcenters_intervalo_prop0.01,8,8.261593321145575,0.5022081385835542,0.009337946880213204,0.004542112350463867
raisin.npz,kcenters_intervalo_prop0.05,8,8.583473580410988,0.4803074354341475,0.12901705298784247,0.005110740661621094
raisin.npz,kcenters_intervalo_prop0.1,8,8.583473580410988,0.4803074354341475,0.12901705298784247,0.003925800323486328
raisin.npz,kcenters_intervalo_prop0.15,8,8.583473580410988,0.4803074354341475,0.12901705298784247,0.003511190414428711
raisin.npz,kcenters_intervalo_prop0.25,8,10.300168296493185,0.5022081385835542,0.009337946880213204,0.003172159194946289
raisin.npz,kmeans,8,,0.4406396460227223,0.2885667850518784,0.012518882751464844
raisin.npz,kcenters_guloso,9,8.389018582166374,0.28623791559531647,0.38926165956435327,0.00027680397033691406
raisin.npz,kcenters_intervalo_prop0.01,9,7.956568283482369,0.6043468583765053,1.0107599294707103e-05,0.0045392513275146484
raisin.npz,kcenters_intervalo_prop0.05,9,8.283550541707672,0.6043468583765053,1.0107599294707103e-05,0.004012584686279297
raisin.npz,kcenters_intervalo_prop0.1,9,8.719526886008076,0.6043468583765053,1.0107599294707103e-05,0.0037093162536621094
raisin.npz,kcenters_intervalo_prop0.15,9,8.719526886008076,0.6043468583765053,1.0107599294707103e-05,0.00341033935546875
raisin.npz,kcenters_intervalo_prop0.25,9,10.46343226320969,nan,0.0,0.0030832290649414062
raisin.npz,kmeans,9,,0.44063964602272243,0.2885667850518784,0.015489816665649414
raisin.npz,kcenters_guloso,10,8.236041545167264,0.6218985889204125,-9.712037217581318e-06,0.0002601146697998047
raisin.npz,kcenters_intervalo_prop0.01,10,6.507862096421109,0.5692192707497991,0.00012889573969476802,0.009352684020996094
raisin.npz,kcenters_intervalo_prop0.05,10,6.507862096421109,0.5692192707497991,0.00012889573969476802,0.007112741470336914
raisin.npz,kcenters_intervalo_prop0.1,10,6.941719569515849,0.5692192707497991,0.00012889573969476802,0.004296541213989258
raisin.npz,kcenters_intervalo_prop0.15,10,6.941719569515849,0.5692192707497991,0.00012889573969476802,0.003657817840576172
raisin.npz,kcenters_intervalo_prop0.25,10,6.941719569515849,0.5692192707497991,0.00012889573969476802,0.0033118724822998047
raisin.npz,kmeans,10,,0.4411362957481304,0.28618101650067673,0.012145042419433594
raisin.npz,kcenters_guloso,11,8.08684141428738,0.5210462014088357,0.0016721005668330167,0.00027179718017578125
raisin.npz,kcenters_intervalo_prop0.01,11,6.453020676609653,0.48071905855821795,0.11503293759707568,0.004861354827880859
raisin.npz,kcenters_intervalo_prop0.05,11,6.661182633919642,0.48071905855821795,0.11503293759707568,0.004152536392211914
raisin.npz,kcenters_intervalo_prop0.1,11,6.661182633919642,0.48071905855821795,0.11503293759707568,0.003842592239379883
raisin.npz,kcenters_intervalo_prop0.15,11,6.661182633919642,0.48071905855821795,0.11503293759707568,0.0035791397094726562
raisin.npz,kcenters_intervalo_prop0.25,11,6.661182633919642,0.48071905855821795,0.11503293759707568,0.003229379653930664
raisin.npz,kmeans,11,,0.4411362957481304,0.28618101650067673,0.012718439102172852
raisin.npz,kcenters_guloso,12,8.205808127066312,0.5368306375169982,0.0013258983219056788,0.00028228759765625
raisin.npz,kcenters_intervalo_prop0.01,12,7.682034282222095,0.4830710461564945,0.10185091033338257,0.004648923873901367
raisin.npz,kcenters_intervalo_prop0.05,12,7.796691510314963,0.4885122264232708,0.06944234155385075,0.004436016082763672
raisin.npz,kcenters_intervalo_prop0.1,12,8.255320422686431,0.4885122264232708,0.06944234155385075,0.0037686824798583984
raisin.npz,kcenters_intervalo_prop0.15,12,9.172578247429367,0.4845394180445157,0.0034525330355398695,0.003469705581665039
raisin.npz,kcenters_intervalo_prop0.25,12,11.00709389691524,0.4845394180445157,0.0034525330355398695,0.003164529800415039
raisin.npz,kmeans,12,,0.4406396460227223,0.2885667850518784,0.013528585433959961
raisin.npz,kcenters_guloso,13,8.574885970704633,0.4760382745163741,0.05296737729210265,0.0004906654357910156
raisin.npz,kcenters_intervalo_prop0.01,13,6.652941403731804,0.3753584647109196,0.4349871551582438,0.009579181671142578
raisin.npz,kcenters_intervalo_prop0.05,13,6.7585436482354835,0.3753584647109196,0.4349871551582438,0.008944988250732422
raisin.npz,kcenters_intervalo_prop0.1,13,6.7585436482354835,0.3753584647109196,0.4349871551582438,0.003972291946411133
raisin.npz,kcenters_intervalo_prop0.15,13,6.7585436482354835,0.3753584647109196,0.4349871551582438,0.003604412078857422
raisin.npz,kcenters_intervalo_prop0.25,13,6.7585436482354835,0.3753584647109196,0.4349871551582438,0.00323486328125
raisin.npz,kmeans,13,,0.44063964602272243,0.2885667850518784,0.014687538146972656
raisin.npz,kcenters_guloso,14,8.100386567842726,0.5492646868041032,0.0005246485928676324,0.0004963874816894531
raisin.npz,kcenters_intervalo_prop0.01,14,8.844949441987284,0.5160591799703428,0.0018600371080083977,0.004488468170166016
raisin.npz,kcenters_intervalo_prop0.05,14,9.172540162060887,0.5160591799703428,0.0018600371080083977,0.003945589065551758
raisin.npz,kcenters_intervalo_prop0.1,14,9.609327788825691,0.5160591799703428,0.0018600371080083977,0.004091978073120117
raisin.npz,kcenters_intervalo_prop0.15,14,10.4829030423553,0.5296892624814145,0.0007521734210863864,0.00337982177734375
raisin.npz,kcenters_intervalo_prop0.25,14,10.4829030423553,0.5296892624814145,0.0007521734210863864,0.0031042098999023438
raisin.npz,kmeans,14,,0.4411362957481304,0.28618101650067673,0.011354207992553711
rice.npz,kcenters_guloso,0,7.046850227833536,0.3018950785865564,0.06660918768599274,0.0009448528289794922
rice.npz,kcenters_intervalo_prop0.01,0,7.336280576028811,0.17526729158469678,-0.00956741656434536,0.014050960540771484
